Дата,Хозяева(Х),Гости(Г),ГолыХ,ГолыГ,Результат,УдарыХ,УдарыГ,Удары по воротам Х,Удары по воротам Г,ФолыХ,ФолыГ,УгловыеХ,УгловыеГ,ЖКХ,ЖКГ,ККХ,ККГ,Победитель,Проигравший
Сезон 14/15,Valencia,La Coruna,2,0,H,16,5,8,2,12,17,5,5,1,2,0,0
Сезон 14/15,Celta,Ath Bilbao,1,2,A,16,12,5,4,14,12,8,5,3,3,0,1
Сезон 14/15,Eibar,Barcelona,0,2,A,13,12,2,4,14,3,6,3,1,0,0,0
Сезон 14/15,Espanol,Ath Madrid,0,0,D,7,14,1,6,33,18,6,7,3,3,0,1
Сезон 14/15,Vallecano,Granada,3,1,H,16,11,8,3,15,8,6,6,3,2,0,0
Сезон 14/15,Almeria,Villarreal,0,0,D,10,18,2,7,16,15,4,3,4,4,1,1
Сезон 14/15,Malaga,Cordoba,2,0,H,19,4,6,2,11,15,2,3,0,2,0,0
Сезон 14/15,Real Madrid,Levante,2,0,H,22,8,6,0,9,14,10,4,2,0,0,0
Сезон 14/15,Sevilla,Elche,3,0,H,12,14,4,3,13,11,5,9,2,3,0,0
Сезон 14/15,Getafe,Sociedad,0,1,A,14,10,5,4,14,12,6,5,4,1,0,0
Сезон 14/15,Elche,Valencia,0,4,A,7,10,1,5,12,10,4,4,1,0,0,0
Сезон 14/15,Ath Bilbao,Almeria,2,1,H,19,7,6,1,8,20,9,6,2,4,0,1
Сезон 14/15,Ath Madrid,Getafe,2,0,H,15,5,6,1,10,16,10,5,2,2,0,0
Сезон 14/15,Granada,Eibar,0,0,D,17,4,4,1,14,17,7,5,4,1,0,0
Сезон 14/15,Levante,Celta,0,1,A,9,17,3,5,17,9,5,5,4,3,0,0
Сезон 14/15,Vallecano,Malaga,1,0,H,11,6,2,2,20,15,7,4,8,0,0,1
Сезон 14/15,Barcelona,Real Madrid,2,1,H,17,13,5,4,9,14,7,10,5,6,0,0
Сезон 14/15,La Coruna,Espanol,0,0,D,14,7,1,2,10,16,2,2,4,4,0,0
Сезон 14/15,Sociedad,Cordoba,3,1,H,19,11,3,6,9,16,9,5,1,5,0,3
Сезон 14/15,Villarreal,Sevilla,0,2,A,23,9,5,5,11,16,8,2,2,1,0,0
Сезон 14/15,Eibar,Vallecano,1,2,A,12,13,4,8,15,15,4,4,3,3,1,0
Сезон 14/15,Almeria,Levante,1,4,A,9,15,3,5,18,16,7,8,4,2,1,0
Сезон 14/15,Cordoba,Ath Madrid,0,2,A,11,8,2,4,12,9,3,5,2,1,0,0
Сезон 14/15,Malaga,Sociedad,1,1,D,13,9,6,3,17,10,12,3,4,5,0,0
Сезон 14/15,Sevilla,Ath Bilbao,2,0,H,9,14,5,2,17,9,6,7,3,3,0,0
Сезон 14/15,Celta,Barcelona,0,1,A,7,12,1,3,26,12,4,3,2,2,1,0
Сезон 14/15,Getafe,La Coruna,2,1,H,11,9,4,2,19,14,5,1,1,3,0,0
Сезон 14/15,Real Madrid,Granada,9,1,H,29,11,11,6,6,9,10,1,1,2,0,0
Сезон 14/15,Valencia,Villarreal,0,0,D,13,5,3,2,14,18,2,6,2,5,0,0
Сезон 14/15,Espanol,Elche,1,1,D,5,8,3,2,18,16,4,4,3,3,0,0
Сезон 14/15,Ath Madrid,Sociedad,2,0,H,12,9,3,2,13,17,4,10,1,0,0,0
Сезон 14/15,Eibar,Malaga,1,0,H,8,14,5,4,15,17,4,2,3,2,0,0
Сезон 14/15,Levante,Sevilla,1,2,A,19,12,6,5,16,16,12,3,4,5,0,0
Сезон 14/15,Barcelona,Almeria,4,0,H,19,6,12,3,9,14,14,5,1,1,0,0
Сезон 14/15,Granada,Celta,1,1,D,8,12,3,4,13,14,1,5,4,5,1,0
Сезон 14/15,La Coruna,Cordoba,1,1,D,8,16,2,7,12,16,6,5,3,2,1,0
Сезон 14/15,Vallecano,Real Madrid,0,2,A,20,17,8,5,15,11,8,1,4,5,0,0
Сезон 14/15,Ath Bilbao,Valencia,1,1,D,12,7,4,4,17,15,8,3,5,3,0,1
Сезон 14/15,Elche,Getafe,0,1,A,16,9,2,4,13,19,10,4,2,3,0,0
Сезон 14/15,Villarreal,Espanol,0,3,A,7,14,2,4,14,14,7,2,1,1,0,0
Сезон 14/15,Almeria,Granada,3,0,H,17,15,9,3,16,14,5,6,4,3,0,0
Сезон 14/15,Celta,Vallecano,6,1,H,17,12,10,4,16,3,3,4,1,1,0,0
Сезон 14/15,Malaga,Ath Madrid,2,2,D,11,11,3,5,13,10,6,1,2,3,0,0
Сезон 14/15,Real Madrid,Eibar,3,0,H,24,4,13,2,10,18,7,4,0,3,0,0
Сезон 14/15,Sevilla,Barcelona,2,2,D,11,17,2,7,23,9,2,4,5,2,0,0
Сезон 14/15,Cordoba,Elche,0,2,A,14,7,2,3,9,26,8,3,0,2,1,0
Сезон 14/15,Espanol,Ath Bilbao,1,0,H,5,10,1,2,14,13,7,1,2,2,0,0
Сезон 14/15,Getafe,Villarreal,1,1,D,12,9,2,4,9,16,11,5,2,6,0,0
Сезон 14/15,Sociedad,La Coruna,2,2,D,9,16,4,5,12,19,5,7,4,4,0,0
Сезон 14/15,Valencia,Levante,3,0,H,13,11,5,1,12,12,5,4,3,3,0,0
Сезон 14/15,Levante,Espanol,2,2,D,13,12,3,6,14,18,8,4,1,3,0,0
Сезон 14/15,Ath Bilbao,Getafe,4,0,H,27,1,8,1,12,12,6,1,2,4,0,1
Сезон 14/15,Barcelona,Valencia,2,0,H,11,11,5,3,18,17,6,3,4,4,0,0
Сезон 14/15,La Coruna,Ath Madrid,1,2,A,9,15,2,10,16,15,5,6,2,4,0,0
Сезон 14/15,Real Madrid,Malaga,3,1,H,12,11,6,2,11,26,4,3,2,2,0,0
Сезон 14/15,Eibar,Celta,0,1,A,11,17,3,5,10,20,1,9,2,2,0,0
Сезон 14/15,Granada,Sevilla,1,1,D,6,16,2,3,15,14,5,9,2,2,0,0
Сезон 14/15,Vallecano,Almeria,2,0,H,13,8,9,3,18,12,5,7,1,2,0,0
Сезон 14/15,Villarreal,Cordoba,0,0,D,28,9,7,4,14,16,12,3,1,4,0,0
Сезон 14/15,Elche,Sociedad,1,0,H,9,4,2,2,21,11,7,4,3,4,0,0
Сезон 14/15,Cordoba,Ath Bilbao,0,1,A,22,15,2,4,13,19,9,5,2,3,0,0
Сезон 14/15,Ath Madrid,Elche,3,0,H,18,14,9,3,11,18,9,8,3,2,0,0
Сезон 14/15,Espanol,Barcelona,0,2,A,7,12,2,5,21,12,5,3,5,1,1,1
Сезон 14/15,Getafe,Levante,0,1,A,10,9,2,3,9,14,5,5,4,3,0,0
Сезон 14/15,Sociedad,Villarreal,0,0,D,13,19,2,4,15,13,7,9,1,4,0,0
Сезон 14/15,Almeria,Eibar,2,0,H,9,8,3,5,11,13,5,7,4,3,0,0
Сезон 14/15,Celta,Real Madrid,2,4,A,20,10,4,7,17,6,5,4,3,2,0,0
Сезон 14/15,Malaga,La Coruna,1,1,D,14,12,5,3,17,15,9,5,5,1,0,0
Сезон 14/15,Sevilla,Vallecano,2,0,H,12,22,7,3,15,13,5,8,0,2,0,0
Сезон 14/15,Valencia,Granada,4,0,H,13,5,6,0,12,16,2,6,3,3,0,0
Сезон 14/15,Ath Bilbao,Sociedad,1,1,D,11,13,3,8,16,13,7,3,2,2,0,1
Сезон 14/15,Barcelona,Getafe,6,0,H,21,7,12,3,11,5,5,6,0,0,0,0
Сезон 14/15,Levante,Cordoba,1,0,H,13,8,3,1,17,10,6,5,3,3,0,0
Сезон 14/15,Celta,Malaga,1,0,H,14,7,2,2,6,13,3,5,2,3,0,0
Сезон 14/15,Eibar,Sevilla,1,3,A,15,12,3,6,17,10,4,2,3,2,0,0
Сезон 14/15,Elche,La Coruna,4,0,H,12,10,7,5,7,10,3,4,1,2,0,0
Сезон 14/15,Real Madrid,Almeria,3,0,H,18,7,4,0,9,12,10,4,1,0,0,0
Сезон 14/15,Villarreal,Ath Madrid,0,1,A,13,12,3,3,5,18,7,1,0,4,0,0
Сезон 14/15,Granada,Espanol,1,2,A,16,7,4,3,19,12,8,1,2,3,0,0
Сезон 14/15,Vallecano,Valencia,1,1,D,9,13,3,5,21,15,4,8,2,1,1,1
Сезон 14/15,Sociedad,Levante,3,0,H,9,14,3,1,14,13,3,7,2,3,0,0
Сезон 14/15,Ath Madrid,Ath Bilbao,0,0,D,10,7,3,0,8,20,9,2,2,2,0,1
Сезон 14/15,Cordoba,Barcelona,0,8,A,5,27,1,11,11,3,5,8,2,0,0,0
Сезон 14/15,La Coruna,Villarreal,1,1,D,9,7,3,2,14,12,4,2,1,5,0,0
Сезон 14/15,Sevilla,Real Madrid,2,3,A,18,14,5,5,11,12,8,1,4,2,0,0
Сезон 14/15,Espanol,Vallecano,1,1,D,12,7,5,4,18,18,5,1,3,1,1,0
Сезон 14/15,Getafe,Granada,1,2,A,17,14,5,6,14,17,4,6,3,4,0,0
Сезон 14/15,Malaga,Elche,1,2,A,21,7,9,3,15,18,5,2,3,1,0,1
Сезон 14/15,Valencia,Eibar,3,1,H,13,7,6,1,8,17,7,5,2,1,0,0
Сезон 14/15,Almeria,Celta,2,2,D,12,7,3,3,12,9,3,6,2,3,1,1
Сезон 14/15,Eibar,Espanol,0,2,A,8,12,4,6,17,12,4,2,2,4,0,0
Сезон 14/15,Ath Bilbao,La Coruna,1,1,D,11,8,5,2,14,10,3,3,4,4,0,0
Сезон 14/15,Barcelona,Sociedad,2,0,H,15,5,8,1,9,13,10,3,1,5,0,0
Сезон 14/15,Granada,Cordoba,2,0,H,21,4,8,1,16,12,8,1,2,2,0,2
Сезон 14/15,Real Madrid,Valencia,2,2,D,29,13,10,4,14,19,12,9,4,4,0,0
Сезон 14/15,Almeria,Malaga,1,2,A,10,14,4,5,15,18,7,6,3,4,0,0
Сезон 14/15,Celta,Sevilla,1,1,D,13,8,2,4,17,15,4,2,3,5,0,0
Сезон 14/15,Levante,Ath Madrid,2,2,D,8,15,5,7,8,16,2,6,2,2,0,0
Сезон 14/15,Villarreal,Elche,1,0,H,12,13,5,2,15,7,8,5,1,2,0,0
Сезон 14/15,Vallecano,Getafe,2,0,H,15,9,5,3,14,12,8,5,2,1,1,1
Сезон 14/15,Ath Madrid,Barcelona,0,1,A,10,15,3,5,23,7,6,5,5,3,0,0
Сезон 14/15,Cordoba,Vallecano,1,2,A,14,22,2,10,5,13,5,8,0,0,0,0
Сезон 14/15,Elche,Ath Bilbao,2,3,A,10,17,3,5,13,12,1,9,2,2,0,0
Сезон 14/15,Espanol,Real Madrid,1,4,A,15,18,3,7,17,12,2,5,2,4,0,0
Сезон 14/15,Getafe,Eibar,1,1,D,13,5,3,1,11,12,6,4,0,2,0,0
Сезон 14/15,La Coruna,Levante,2,0,H,10,5,3,1,12,13,8,3,3,2,0,0
Сезон 14/15,Sevilla,Almeria,2,1,H,15,14,3,3,17,17,5,4,0,4,0,1
Сезон 14/15,Sociedad,Granada,0,3,A,7,15,1,6,12,17,3,3,2,2,0,0
Сезон 14/15,Valencia,Celta,1,1,D,21,11,7,3,9,18,7,7,1,5,0,0
Сезон 14/15,Villarreal,Malaga,2,1,H,8,15,2,4,9,12,3,9,3,1,0,0
Сезон 14/15,Almeria,Valencia,2,3,A,10,9,3,5,19,18,3,6,2,4,0,1
Сезон 14/15,Ath Bilbao,Villarreal,4,0,H,17,13,8,2,13,7,4,5,0,1,0,0
Сезон 14/15,Barcelona,La Coruna,2,2,D,18,10,7,2,6,9,4,4,1,3,0,0
Сезон 14/15,Celta,Espanol,3,2,H,10,17,7,3,11,14,2,2,2,1,1,0
Сезон 14/15,Eibar,Cordoba,3,0,H,12,15,6,5,13,7,4,5,1,0,0,0
Сезон 14/15,Granada,Ath Madrid,0,0,D,2,3,0,1,9,11,4,0,0,0,0,0
Сезон 14/15,Levante,Elche,0,0,D,8,15,0,6,14,15,4,4,3,3,0,0
Сезон 14/15,Malaga,Sevilla,2,3,A,16,12,8,6,13,9,6,1,3,2,1,0
Сезон 14/15,Real Madrid,Getafe,7,3,H,18,14,11,6,12,13,8,7,2,3,0,0
Сезон 14/15,Vallecano,Sociedad,2,4,A,13,11,3,8,12,13,9,2,1,1,0,0
Сезон 15/16,Malaga,Sevilla,0,0,D,25,10,5,2,19,11,7,2,3,3,0,1
Сезон 15/16,Ath Madrid,Las Palmas,1,0,H,14,8,3,1,11,16,4,4,2,0,0,0
Сезон 15/16,Espanol,Getafe,1,0,H,4,14,2,3,19,14,5,6,2,3,0,1
Сезон 15/16,La Coruna,Sociedad,0,0,D,15,9,5,2,16,10,5,4,3,2,0,0
Сезон 15/16,Vallecano,Valencia,0,0,D,8,10,3,4,19,11,3,3,3,1,0,0
Сезон 15/16,Ath Bilbao,Barcelona,0,1,A,8,10,2,4,16,11,2,4,3,3,0,0
Сезон 15/16,Betis,Villarreal,1,1,D,22,8,6,4,11,26,7,5,3,1,0,1
Сезон 15/16,Levante,Celta,1,2,A,11,15,2,6,12,17,4,6,1,3,1,0
Сезон 15/16,Sp Gijon,Real Madrid,0,0,D,6,27,0,8,20,4,2,5,4,0,0,0
Сезон 15/16,Granada,Eibar,1,3,A,12,10,6,4,5,23,6,5,1,6,1,0
Сезон 15/16,Villarreal,Espanol,3,1,H,14,4,4,2,10,20,2,3,1,6,0,0
Сезон 15/16,Barcelona,Malaga,1,0,H,22,4,13,1,4,21,15,2,0,3,0,0
Сезон 15/16,Celta,Vallecano,3,0,H,11,3,7,0,7,11,5,4,2,2,0,1
Сезон 15/16,Real Madrid,Betis,5,0,H,21,7,11,1,12,14,11,4,3,3,0,0
Сезон 15/16,Sociedad,Sp Gijon,0,0,D,12,7,1,2,10,15,6,4,4,5,0,0
Сезон 15/16,Eibar,Ath Bilbao,2,0,H,9,9,8,1,14,13,11,4,2,2,0,0
Сезон 15/16,Getafe,Granada,1,2,A,16,9,4,4,16,15,6,6,5,3,0,0
Сезон 15/16,Las Palmas,Levante,0,0,D,16,3,2,2,14,21,3,0,2,4,0,0
Сезон 15/16,Sevilla,Ath Madrid,0,3,A,25,17,7,7,17,13,11,1,3,4,0,0
Сезон 15/16,Valencia,La Coruna,1,1,D,12,12,5,3,13,15,5,7,2,1,1,0
Сезон 15/16,Levante,Sevilla,1,1,D,14,8,4,3,12,8,5,4,3,3,0,0
Сезон 15/16,Ath Madrid,Barcelona,1,2,A,11,13,3,5,17,5,1,10,3,1,0,0
Сезон 15/16,Betis,Sociedad,1,0,H,9,15,2,3,12,9,2,4,4,3,1,0
Сезон 15/16,Espanol,Real Madrid,0,6,A,14,15,3,8,19,10,5,6,2,2,0,0
Сезон 15/16,Sp Gijon,Valencia,0,1,A,16,17,8,3,16,11,5,6,3,3,0,0
Сезон 15/16,Ath Bilbao,Getafe,3,1,H,14,11,6,3,12,15,12,5,1,4,0,0
Сезон 15/16,Celta,Las Palmas,3,3,D,26,9,12,5,19,14,7,2,0,3,0,1
Сезон 15/16,Granada,Villarreal,1,3,A,13,8,2,5,16,21,8,6,2,4,0,0
Сезон 15/16,Malaga,Eibar,0,0,D,10,7,4,0,11,13,7,3,2,4,0,0
Сезон 15/16,Vallecano,La Coruna,1,3,A,8,14,2,8,12,10,5,4,2,2,1,0
Сезон 15/16,Getafe,Malaga,1,0,H,10,13,4,3,18,11,4,7,5,2,0,0
Сезон 15/16,Eibar,Ath Madrid,0,2,A,9,14,3,6,13,7,1,4,2,1,0,0
Сезон 15/16,Real Madrid,Granada,1,0,H,20,12,10,3,9,15,10,1,1,3,0,0
Сезон 15/16,Sociedad,Espanol,2,3,A,10,18,3,6,15,16,7,6,2,3,1,0
Сезон 15/16,Valencia,Betis,0,0,D,22,3,5,1,17,15,7,1,4,2,0,1
Сезон 15/16,Barcelona,Levante,4,1,H,21,11,8,4,8,16,4,4,0,1,0,0
Сезон 15/16,La Coruna,Sp Gijon,2,3,A,19,4,9,4,11,16,8,3,3,3,0,0
Сезон 15/16,Las Palmas,Vallecano,0,1,A,8,17,2,6,13,19,3,5,3,5,0,0
Сезон 15/16,Sevilla,Celta,1,2,A,13,15,5,5,16,16,5,5,3,5,0,1
Сезон 15/16,Villarreal,Ath Bilbao,3,1,H,14,11,7,2,17,6,9,4,4,4,0,0
Сезон 15/16,Ath Madrid,Getafe,2,0,H,12,6,3,2,14,10,6,1,3,2,0,0
Сезон 15/16,Espanol,Valencia,1,0,H,17,10,5,4,22,14,7,6,5,7,0,0
Сезон 15/16,Granada,Sociedad,0,3,A,11,8,1,5,20,18,4,3,5,4,0,0
Сезон 15/16,Ath Bilbao,Real Madrid,1,2,A,11,22,5,6,17,10,6,8,4,3,0,0
Сезон 15/16,Celta,Barcelona,4,1,H,18,18,5,7,19,4,5,10,2,2,0,0
Сезон 15/16,Las Palmas,Sevilla,2,0,H,12,17,4,3,9,13,5,5,3,4,0,0
Сезон 15/16,Levante,Eibar,2,2,D,12,10,2,4,13,23,4,7,2,5,0,0
Сезон 15/16,Malaga,Villarreal,0,1,A,15,9,4,3,18,14,8,5,2,3,0,0
Сезон 15/16,Vallecano,Sp Gijon,2,1,H,18,5,6,2,14,17,4,4,2,1,0,1
Сезон 15/16,Betis,La Coruna,1,2,A,9,8,2,3,11,22,3,4,3,5,0,0
Сезон 15/16,Valencia,Granada,1,0,H,12,18,5,3,19,20,11,3,3,3,0,0
Сезон 15/16,Barcelona,Las Palmas,2,1,H,18,10,6,6,12,23,3,4,2,4,0,0
Сезон 15/16,Eibar,Celta,1,1,D,10,9,3,2,25,16,4,4,5,4,0,0
Сезон 15/16,Real Madrid,Malaga,0,0,D,31,12,9,3,11,10,12,6,4,4,0,1
Сезон 15/16,Sevilla,Vallecano,3,2,H,17,18,8,5,9,18,6,5,1,2,0,1
Сезон 15/16,Villarreal,Ath Madrid,1,0,H,5,9,2,4,11,15,1,5,2,2,0,0
Сезон 15/16,Getafe,Levante,3,0,H,15,10,8,3,11,10,4,4,2,3,0,0
Сезон 15/16,La Coruna,Espanol,3,0,H,14,7,5,3,11,11,7,5,4,3,0,1
Сезон 15/16,Sociedad,Ath Bilbao,0,0,D,14,9,4,2,15,19,4,2,3,4,0,0
Сезон 15/16,Sp Gijon,Betis,1,2,A,19,13,10,5,11,9,10,4,1,1,0,0
Сезон 15/16,Celta,Getafe,0,0,D,18,8,7,2,11,18,9,1,1,5,0,0
Сезон 15/16,Espanol,Sp Gijon,1,2,A,13,12,9,2,17,16,9,1,3,3,0,0
Сезон 15/16,Granada,La Coruna,1,1,D,10,14,3,3,13,21,2,5,1,3,0,0
Сезон 15/16,Las Palmas,Eibar,0,2,A,18,9,4,4,5,16,3,2,2,2,0,0
Сезон 15/16,Malaga,Sociedad,3,1,H,11,13,7,5,15,16,2,4,3,2,1,0
Сезон 15/16,Sevilla,Barcelona,2,1,H,12,28,5,9,16,16,7,9,5,3,0,0
Сезон 15/16,Ath Bilbao,Valencia,3,1,H,16,9,7,4,12,9,11,4,0,4,0,0
Сезон 15/16,Ath Madrid,Real Madrid,1,1,D,18,9,4,2,19,12,5,1,6,4,0,0
Сезон 15/16,Levante,Villarreal,1,0,H,15,3,5,2,15,17,8,2,4,3,0,1
Сезон 15/16,Vallecano,Betis,0,2,A,23,9,9,6,13,14,8,3,4,2,0,0
Сезон 15/16,Barcelona,Vallecano,5,2,H,14,22,9,8,8,15,7,10,1,2,0,0
Сезон 15/16,Betis,Espanol,1,3,A,21,13,6,4,18,21,4,3,2,4,0,0
Сезон 15/16,Eibar,Sevilla,1,1,D,14,15,4,5,16,9,2,5,3,3,0,0
Сезон 15/16,Real Madrid,Levante,3,0,H,20,15,6,5,8,10,4,4,1,4,0,0
Сезон 15/16,Valencia,Malaga,3,0,H,6,10,3,3,18,21,6,8,3,3,0,0
Сезон 15/16,Getafe,Las Palmas,4,0,H,14,16,7,3,18,15,5,1,2,1,0,1
Сезон 15/16,La Coruna,Ath Bilbao,2,2,D,16,7,3,2,8,18,4,6,2,2,0,0
Сезон 15/16,Sociedad,Ath Madrid,0,2,A,11,7,1,3,14,11,5,2,4,5,2,0
Сезон 15/16,Villarreal,Celta,1,2,A,12,13,3,2,10,12,7,4,1,3,1,0
Сезон 15/16,Sp Gijon,Granada,3,3,D,16,14,6,7,10,13,6,1,3,4,0,2
Сезон 15/16,Vallecano,Espanol,3,0,H,13,9,7,3,15,11,6,5,2,1,1,1
Сезон 15/16,Celta,Real Madrid,1,3,A,17,14,7,8,17,16,5,7,4,1,1,0
Сезон 15/16,Granada,Betis,1,1,D,17,7,7,2,8,11,3,3,3,3,0,0
Сезон 15/16,Malaga,La Coruna,2,0,H,9,10,4,1,11,10,3,5,0,1,0,0
Сезон 15/16,Sevilla,Getafe,5,0,H,22,6,13,0,18,15,7,3,1,1,0,1
Сезон 15/16,Ath Madrid,Valencia,2,1,H,16,6,8,1,26,10,9,2,4,4,0,0
Сезон 15/16,Barcelona,Eibar,3,1,H,14,7,5,5,14,18,6,2,3,5,1,0
Сезон 15/16,Las Palmas,Villarreal,0,0,D,6,5,2,0,12,14,6,6,1,2,0,0
Сезон 15/16,Levante,Sociedad,0,4,A,13,13,3,6,24,15,10,3,4,3,1,0
Сезон 15/16,Ath Bilbao,Sp Gijon,3,0,H,20,6,6,0,8,15,9,3,1,3,0,0
Сезон 15/16,La Coruna,Ath Madrid,1,1,D,7,12,3,3,4,9,1,5,2,0,0,0
Сезон 15/16,Getafe,Barcelona,0,2,A,6,14,0,6,10,3,3,5,3,0,0,0
Сезон 15/16,Real Madrid,Las Palmas,3,1,H,17,8,11,5,12,9,6,3,0,3,0,0
Сезон 15/16,Sociedad,Celta,2,3,A,20,16,5,8,9,12,8,7,2,5,0,0
Сезон 15/16,Valencia,Levante,3,0,H,13,10,6,5,19,21,5,5,2,3,0,0
Сезон 15/16,Villarreal,Sevilla,2,1,H,11,6,5,3,17,14,7,5,5,3,0,0
Сезон 15/16,Betis,Ath Bilbao,1,3,A,11,23,3,9,9,13,7,9,2,4,0,0
Сезон 15/16,Eibar,Vallecano,1,0,H,12,6,1,2,17,11,2,6,2,3,0,0
Сезон 15/16,Espanol,Granada,1,1,D,10,9,4,5,16,19,5,6,1,6,1,0
Сезон 15/16,Sp Gijon,Malaga,1,0,H,8,13,6,5,11,8,7,5,1,3,0,0
Сезон 15/16,Las Palmas,Sociedad,2,0,H,8,11,4,6,17,14,0,8,1,4,0,0
Сезон 15/16,Celta,Valencia,1,5,A,17,9,3,5,16,27,15,5,1,3,0,0
Сезон 15/16,Eibar,Getafe,3,1,H,16,10,7,4,13,9,5,7,3,1,0,1
Сезон 15/16,Levante,La Coruna,1,1,D,15,9,5,5,13,10,9,5,4,2,0,0
Сезон 15/16,Malaga,Betis,0,1,A,12,7,5,2,16,12,6,3,2,5,0,0
Сезон 15/16,Vallecano,Granada,2,1,H,7,8,2,2,15,14,4,1,2,3,1,0
Сезон 15/16,Ath Bilbao,Espanol,2,1,H,8,5,2,1,17,25,4,5,2,6,0,0
Сезон 15/16,Ath Madrid,Sp Gijon,1,0,H,15,9,3,2,14,15,5,1,4,3,0,0
Сезон 15/16,Barcelona,Villarreal,3,0,H,20,5,9,2,12,19,7,2,5,3,0,0
Сезон 15/16,Sevilla,Real Madrid,3,2,H,14,28,5,10,13,11,4,6,1,1,0,0
Сезон 15/16,Espanol,Malaga,2,0,H,7,14,3,5,20,16,3,8,3,2,0,0
Сезон 15/16,La Coruna,Celta,2,0,H,5,6,2,4,16,13,2,10,6,3,0,0
Сезон 15/16,Real Madrid,Barcelona,0,4,A,13,18,7,7,13,10,10,4,3,2,1,0
Сезон 15/16,Sociedad,Sevilla,2,0,H,14,12,7,5,6,14,7,5,2,1,0,0
Сезон 15/16,Valencia,Las Palmas,1,1,D,9,18,3,7,22,12,1,8,3,3,0,0
Сезон 15/16,Betis,Ath Madrid,0,1,A,6,11,3,4,12,8,2,6,1,4,0,0
Сезон 15/16,Granada,Ath Bilbao,2,0,H,8,11,1,6,21,15,2,7,6,3,0,0
Сезон 15/16,Sp Gijon,Levante,0,3,A,13,13,2,6,15,15,5,3,4,5,0,0
Сезон 15/16,Villarreal,Eibar,1,1,D,12,17,5,7,8,13,12,6,3,2,0,1
Сезон 15/16,Getafe,Vallecano,1,1,D,15,8,8,4,20,15,5,7,5,4,0,0
Сезон 15/16,Levante,Betis,0,1,A,14,11,1,5,12,15,7,4,6,4,1,1
Сезон 15/16,Ath Madrid,Espanol,1,0,H,21,5,6,0,16,26,6,2,0,4,0,0
Сезон 15/16,Barcelona,Sociedad,4,0,H,11,10,6,2,11,14,6,4,0,5,0,0
Сезон 15/16,Celta,Sp Gijon,2,1,H,6,9,4,2,14,9,3,5,3,0,0,0
Сезон 15/16,Las Palmas,La Coruna,0,2,A,8,10,5,5,14,13,6,4,4,3,0,0
Сезон 15/16,Malaga,Granada,2,2,D,12,11,7,4,15,20,7,4,2,6,1,0
Сезон 15/16,Eibar,Real Madrid,0,2,A,8,17,3,6,20,7,6,5,3,4,0,0
Сезон 15/16,Getafe,Villarreal,2,0,H,11,7,5,0,11,15,6,6,4,2,0,0
Сезон 15/16,Sevilla,Valencia,1,0,H,15,0,5,0,26,20,17,0,3,2,0,2
Сезон 15/16,Vallecano,Ath Bilbao,0,3,A,15,10,3,4,16,14,6,2,4,0,0,1
Сезон 15/16,Betis,Celta,1,1,D,27,5,6,1,9,16,8,0,5,5,0,1
Сезон 15/16,Granada,Ath Madrid,0,2,A,18,11,3,4,7,8,6,8,2,1,0,0
Сезон 15/16,La Coruna,Sevilla,1,1,D,8,8,4,2,10,9,6,2,2,3,0,0
Сезон 15/16,Real Madrid,Getafe,4,1,H,16,7,8,3,9,12,3,4,1,0,0,0
Сезон 15/16,Valencia,Barcelona,1,1,D,10,16,3,5,13,15,0,6,3,1,0,0
Сезон 15/16,Ath Bilbao,Malaga,0,0,D,11,7,2,2,7,21,6,1,2,3,1,0
Сезон 15/16,Sociedad,Eibar,2,1,H,10,5,7,1,12,16,4,3,3,3,0,0
Сезон 15/16,Sp Gijon,Las Palmas,3,1,H,21,12,9,7,9,10,8,4,2,1,0,1
Сезон 15/16,Villarreal,Vallecano,2,1,H,14,8,5,4,16,14,5,4,1,4,0,0
Сезон 15/16,Espanol,Levante,1,1,D,9,12,1,5,13,14,2,6,4,5,0,0
Сезон 15/16,Getafe,Sociedad,1,1,D,9,10,5,6,15,12,5,5,3,3,0,0
Сезон 15/16,Barcelona,La Coruna,2,2,D,17,13,7,4,4,11,6,2,0,2,0,0
Сезон 15/16,Celta,Espanol,1,0,H,16,6,3,2,13,23,4,9,3,2,1,0
Сезон 15/16,Las Palmas,Betis,1,0,H,16,8,4,2,10,9,2,2,3,0,0,0
Сезон 15/16,Levante,Granada,1,2,A,7,8,5,3,25,27,2,1,2,2,0,0
Сезон 15/16,Sevilla,Sp Gijon,2,0,H,18,4,7,1,13,10,3,1,3,2,0,1
Сезон 15/16,Ath Madrid,Ath Bilbao,2,1,H,8,10,4,5,13,10,3,6,1,1,0,0
Сезон 15/16,Eibar,Valencia,1,1,D,14,6,5,1,20,14,9,2,4,4,1,1
Сезон 15/16,Vallecano,Malaga,1,2,A,13,15,3,5,13,17,6,7,1,2,0,0
Сезон 15/16,Villarreal,Real Madrid,1,0,H,7,20,3,1,11,9,3,9,2,2,0,0
Сезон 15/16,Betis,Sevilla,0,0,D,12,8,0,2,23,19,8,8,7,5,0,0
Сезон 15/16,Espanol,Las Palmas,1,0,H,12,9,2,4,29,21,7,5,4,4,0,0
Сезон 15/16,La Coruna,Eibar,2,0,H,13,13,3,1,10,11,9,8,0,2,1,0
Сезон 15/16,Valencia,Getafe,2,2,D,12,9,7,3,13,20,5,1,2,6,0,0
